id,transcript,emotion
004165,ở đây đậu đại học nhiều không,neutral
003706,hư,angry
001776,vậy mấy giờ cô về,neutral
003878,hoa hồng mắc lắm,neutral
003666,vậy thì bây giờ ước mơ của cô trở thành hiện thực rồi đó,neutral
003642,cũng là do họ bịa ra để trừng phạt tôi,angry
000990,tôi làm gì anh mà đòi đánh đòi chém tôi hả,angry
006446,ủa mà sách ướt thì mình bán làm sao mình bỏ đi à,neutral
002853,cũng có vài kịch bản gửi tới,neutral
004286,hiếm lắm mới thấy tiền hai ngàn,surprise
007375,đừng làm bộ nữa giơ tay lên không tao bắn mày bây giờ,angry
007994,anh nhờ em đưa cái lá thư này cho chị bán sách ở ngoài kia kìa,neutral
003503,có thật là trúc không hiểu không,surprise
001503,chuyện gì vậy,neutral
001101,chán như con gián luôn,neutral
002474,nếu lỡ tôi thi rớt thì sao,neutral
006427,ý tôi hỏi là làm sao cô vào đây đó,neutral
002873,ủa mà sao vậy mắc quá hả,neutral
007253,sao đời tôi á bên đường nào cũng lủng vậy trời,neutral
005730,trời,neutral
003443,biết ngay mà,neutral
000204,trời ơi tôi có hỏi là mát hay nóng đâu,angry
006410,cái con bò á,neutral
007889,Minh Minh,neutral
005390,hợp tác làm ăn hả,angry
003495,đi tắm đi rồi tôi dọn cơm ra ăn,neutral
001312,có gì lớn đâu mà la lối um sùm vậy,angry
003086,"bộ với cô lúc nào cũng phải , cố lên hả",neutral
006011,cô thật là quá đáng,neutral
007733,nè,neutral
001569,đây là toán lớp một,neutral
002837,hai bên cùng có lợi còn gì,angry
001919,tôi muốn tâm sự với cô đó,neutral
008153,anh lẩm bẩm gì á,neutral
000734,trời ơi,happy
000043,ủa làm gì vậy trời,neutral
006082,"mau thôi , cô muốn tôi đi khuất mắt càng sớm càng tốt đúng không",angry
007437,làm cẩn thận nha,neutral
007282,cô nên nghỉ ngơi chút xíu đi,neutral
006231,chắc là cô muốn thấy tôi chết cô mới vừa lòng đúng không,angry
005030,coi chừng nhà cửa cẩn thận đó,neutral
008194,tôi muốn tâm sự với cô mà,angry
004015,ba nói vậy đó,surprise
003145,tôi bắt cô đi ra ngoài trời giữa trời mưa à,neutral
000603,tôi đều tự hỏi,neutral
007020,với lại Trúc không thấy là tướng nó bốc lửa à,neutral
000923,tôi lấy bảy mươi đô thôi á,happy
006043,con nhỏ bán sách đáng ghét,angry
001286,cô muốn vậy thật hả,surprise
001299,bạn có muốn biết đoạn kết như thế nào không,happy
007825,tao đập chết mày rồi,angry
005696,mà tại sao lại không uống thuốc,angry
005844,tôi ăn rồi,neutral
006861,"chạy bộ , không phải cách để hành hạ cô , mà để cho sức khỏe của cô tốt hơn",neutral
003719,điều kiện gì nữa,neutral
004109,thì trúc có cho tôi ở đây chung với trúc nữa không,neutral
002826,chắc là hai người giận tôi lắm,neutral
000542,mà trúc có chắc là tối hôm qua tôi đi tắc xi về không,angry
007569,Trúc biết tôi quá rồi mà,neutral
005497,thầy con dạy dễ hiểu lắm ba,happy
004708,bộ sưu tập mới em thiết kế cho nhãn hiệu ai vi hả,neutral
002775,tôi muốn dạy trúc biết đọc biết viết,neutral
007632,nhưng mà á mua con gà sợ mắc,neutral
007056,có chắc là cô không gọi điện thoại cho ba mẹ tôi không,angry
006600,làm sao nghĩa hiểu được cảm giác của Nam,neutral
004716,trời ơi sự nghiệp chụp ảnh khỏa thân của anh chưa bắt đầu mà em bắt anh phải kết thúc sao,sad
002435,em sẽ không tha cho anh đâu,sad
004366,thì tôi tắt máy,neutral
002093,con đã học được rất nhiều bài học,neutral
007689,hôm qua em đã đồng ý chụp hình khỏa thân rồi,angry
008139,à mà sáng mai nhớ dậy sớm nấu cơm á,neutral
004227,trúc nói gì,neutral
008184,cảm ơn tôi đi,neutral
007426,một câu thật ngọt ngào,neutral
003517,để tụi nó nhổ nước mọt vào mặt cho à,neutral
001139,tiền ăn rồi còn tiền học phí nữa đủ thứ tiền hết,neutral
004802,chỉ khi mình gặp khó khăn,sad
001228,còn gì nữa đây,angry
000393,ngủ lúc nào không hay luôn á,neutral
002829,"không phải cô nói cô muốn đi chơi hay sao , đi đi , đi nhanh đi",angry
007550,mẹ cứ xuống trước đi con xuống sau,neutral
004182,vì xét cho cùng á,neutral
003352,thì đó,neutral
005279,tại sao lúc nào anh ta cũng muốn gặp cô vậy,angry
004575,nó mặc cái áo dài trắng,neutral
005675,cảm ơn trúc,happy
008221,vay tiền cô,sad
008203,hết gạo là sao,surprise
007474,chẳng phải như vậy,neutral
004502,dạ không,neutral
003358,"và còn hứa là , bảo yến , anh sẽ bảo vệ em , chăm sóc và lo lắng cho em đến suốt cuộc đời",neutral
005586,tui tưởng trúc đi luôn rồi chứ,neutral
003951,dễ bị dị ứng lắm,neutral
002650,không uống,neutral
003228,mấy tên,surprise
003810,sống vậy làm sao mà sống được,neutral
002828,mẹ,neutral
002428,cô tự về một mình,angry
005927,con chào ba mẹ,neutral
002818,tại sao như vậy,angry
003338,sao mà chưa dậy nữa,angry
001693,"nhưng mà cái kết hơi buồn quá , không biết khán giả sẽ phản ứng thế nào",neutral
007271,em ăn chút gì đi chứ,neutral
000975,một mình,happy
005718,hoang ngơ ngác,neutral
001051,cám ơn cô,happy
002563,Minh Minh,neutral
006520,anh đang trốn ba mẹ,neutral
005127,trúc không có đọc dòng chữ viết trên máy bay à,neutral
003835,cái gì,surprise
000370,tại sao thầy làm như vậy,angry
005619,trưa nay tôi sẽ điện thoại hẹn tụi nó ra quán cà phê,neutral
006890,tôi đã chuẩn bị việc này lâu lắm rồi,neutral
005322,trúc lo cho tôi nên mới chửi tôi quá trời đúng không,neutral
005018,phải phụ tôi nấu cơn chứ,angry
003838,tôi bậy quá,neutral
004320,ờ chào em,happy
004135,đầu óc cô có vấn đề rồi,angry
001190,vậy ra đường con lấy tiền đâu con xài,angry
006413,tuân lệnh,happy
003083,nếu như cô chịu làm vợ tôi một thời gian,neutral
000807,đúng rồi,happy
002368,mà tôi ghét nhất á là đồ đạc trong nhà bừa bãi lộn xộn,angry
003578,tôi chờ trúc lâu quá nên là ngủ quên,neutral
001317,vào lời thề đâu anh giải thích đi,angry
006228,bây giờ á tôi chỉ biết trông cậy vào cô thôi,neutral
004971,được chưa,neutral
000778,khi có niềm tin sẽ diễn rất thật,happy
004488,thì ờ,neutral
005714,mà bà ấy cũng không thèm quan tâm mới ghê chứ,neutral
003411,cô ngủ ở đây là đúng lắm,angry
006757,con đang suy nghĩ những gì ba nói mà,neutral
004915,đây sẽ là sờ can đan mới đó,neutral
005584,nó bảo nếu Trúc quỳ xuống cho nó tát á,neutral
005082,không được,neutral
001473,sáng nay á có chỗ chịu nhận thử vô làm chứ,neutral
004659,là cô bị bệnh khìn khìn,neutral
006995,họ nói thấy ma như thế nào hả chị,neutral
001947,"anh không có mười trang kịch bản đưa cho em đọc đâu , anh chưa viết được chữ nào hết",neutral
004371,dọn dẹp nhà cửa vui quá ha,neutral
003961,giỡn giỡn vô duyên,angry
001134,sự thật,angry
003866,mà cô dám bịa ra một cái chuyện trắng trợn như vậy,angry
003282,không phải tại cô ấy đâu nội,neutral
000101,anh nghĩ em không nên đầu tư học diễn xuất làm gì hết,neutral
004031,như là con nhỏ bạn gái cũ của tôi,neutral
005739,mời để làm gì,angry
002577,"thật ra , tôi không hề muốn nghĩ cô là một đứa ngốc nghếch đâu",neutral
006177,anh không có nói láo,angry
004968,khu nhà giàu mà,happy
006172,nói gì,angry
006912,ma nhập hả,neutral
001059,tức là là hai trăm cô đưa,neutral
001115,chụp mấy tấm là em thoải mái liền,happy
001844,tôi đang từ đỉnh núi,neutral
002857,cô ấy xấu đúng không,neutral
004446,vậy chứ bây giờ tính sao,neutral
001766,chứ một người như cô tới thăm tôi vì nhớ tôi,neutral
003278,là đúng,neutral
000251,lau như vậy biết chừng nào mới xong việc,angry
003181,bà nội nói gì cũng mặc kệ đừng quan tâm,neutral
004447,cô ấy là bạn thân của tôi,neutral
006415,làm sao đậu đít xe buýt vậy được,neutral
007835,vô duyên thì nhằm nhỏ gì đâu,neutral
002995,tôi thấy báo công an thì yên tâm hơn chứ,neutral
006835,Minh Minh,neutral
007552,thì bây giờ tôi đâu phải chịu cảnh như vậy,angry
007823,nhưng tôi sẽ trả tiền cho cô để dừng viết,angry
007356,còn sao nữa,angry
003349,ừ biết rồi,angry
006568,là ai mít you,neutral
001905,trúc xỉn rồi,neutral
000245,té ra á con người cô cũng đầy khuyết điểm,neutral
000620,nếu như tôi đền gấp đôi thì sao,neutral
005488,dạ,sad
006188,ba mươi sáu trước chuồn luôn,neutral
006039,mẹ xuống trước đi,sad
007225,tôi hứa sẽ trả lại tiền cho cô ngay mà,neutral
000367,chắc là rớt mất tiêu rồi,sad
003778,nhưng mà tôi sợ cô la,neutral
004351,mà chờ anh về làm gì,neutral
001542,tôi mà đứng lại ông chém chết thì sao,neutral
004397,mà cô biết em gái tôi mà phải không,neutral
001039,thật là hấp dẫn,happy
003934,ừ,neutral
007157,sao rồi,neutral
005978,vậy sao không đuổi anh ra khỏi đây đi,neutral
005478,tụi mày dám hả,angry
007544,anh chưa viết được chữ nào hết mới chỉ có tựa phim đẹp từng centimet thôi hà,neutral
001546,mười một giờ phải về nhà rồi,neutral
002282,ừ công nhận cô tài thật,neutral
004756,"nên từ giờ trở đi , cô đi đâu làm gì , phải nói cho tôi biết",angry
004535,ủa,neutral
006910,mà tôi ghét nhất á là đồ đạc trong nhà bừa bãi lộn xộn,angry
000748,chờ tí,happy
005137,ghét,neutral
002740,"đọc xong là mê liền , để tôi lấy thử cho cô xem là trong số này có cuốn nào mới hông nha",happy
006565,"Minh Minh, điều gì đã sai khiến cô như vậy hả",neutral
007115,vậy hả vậy chắc là trả tiền taxi hết trơn rồi,neutral
003087,sẽ dễ li dị hơn hay sao,neutral
001387,cho nên ban đêm cứ đi vô phòng mà ngủ,neutral
002141,"hì ,con cảm ơn ba",happy
002902,tui quậy đó,angry
001345,cô lấy tư cách gì mà nói hả,angry
007007,ủa,neutral
002053,"anh hả , anh đang làm gì đó",neutral
007841,biết vậy giả bộ nấu ăn dở ẹc cho xong,neutral
004194,thì tại sao cô không nghĩ ra cách là,neutral
001130,ngoài trời sắp mưa rồi,sad
003091,đôi heo,happy
003699,có thức khuya dậy sớm thì cũng không có ích gì đâu,neutral
000799,"không sao , được thôi",happy
007560,dọn dẹp nhà cửa cũng sạch sẽ gọn gàng ngăn nắp,neutral
003893,mai bắt đầu chụp ảnh khỏa thân nha,neutral
000839,mẹ,neutral
003535,trời ơi,angry
004019,con đâu có biết đâu,neutral
004280,tôi xin lỗi,sad
001735,thôi để vô bao đi,neutral
004066,con vô theo,neutral
007696,cô mới về sao,neutral
001899,tôi chỉ hỏi cô vậy thôi,neutral
006658,đi xe này mà vô quán sang kỳ quá,sad
000122,vậy cô hãy giải thích đi,angry
005537,em oải quá thầy ơi,neutral
003643,có làm được không,neutral
002535,con sẽ không dọn về đâu,sad
004381,"đâu có gì đâu , tôi bình thường mà",neutral
003128,minh minh,neutral
001561,đọc tới đâu rồi ta,neutral
004142,tôi biết ngay thế nào cô cũng nói vậy mà,neutral
000130,nhưng anh không thấy nó đeo phù hiệu trường nào hết,neutral
003634,giải quyết vụ ông hiều sao rồi,neutral
000740,thật là không thể hiểu nổi luôn đó,neutral
004603,thiệt một trăm phần trăm luôn,happy
003175,"tôi cười , vì mắc cười thôi",neutral
003769,từ sáng đến giờ,neutral
000871,không có đâu,neutral
004169,"bởi vì tôi nghĩ chắc anh hiều nằm ở đất lạnh quen rồi , nên nằm được",neutral
004815,nhưng mà tôi ngồi đây tôi chờ cô,sad
000957,cái này cũng được gọi là cơm trộn sao,surprise
006581,bắt cô ấy xin lỗi con,angry
000579,ờ xin lỗi nha,neutral
000103,mà tôi nghe nói á,neutral
004559,bộ cô bệnh là do lỗi của tôi à,neutral
006163,xong rồi tôi vô đi đi,neutral
006785,trời ơi lợi,happy
000614,minh minh,happy
005169,hứa à hứa kệ mẹ,angry
001389,sao hôm nay gọi hoài không trả lời,neutral
007381,à con nhớ rồi đây là khẩu súng của con hồi con còn nhỏ,happy
005200,"lần đầu tiên em bước vô phòng anh , em thấy trên bàn toàn là sách điện ảnh , trên máy tính là kịch bản đẹp từng centimet đang viết dở dang còn gì",angry
005617,tha tôi cái trò đánh nhau đi nha,angry
001197,"muối cái gì chứ , ngon quá trời luôn đó",angry
005090,ừa thật mà,neutral
004068,à khoan đã,neutral
007211,đừng có nói với tôi là không nhớ gì hết nha,neutral
008252,sắp có kịch bản được làm phim rồi,neutral
003661,của chị là năm mươi hai ngàn năm trăm ha,neutral
004590,cậu mày,neutral
007283,và bầu trời đêm ngàn sao tỏa sáng,happy
003525,nhưng mà cuối cùng không đạt mục đích nên đem xe trả lại thôi,neutral
007391,không phải vậy đâu,neutral
003016,không có tiền để trả nợ,neutral
002845,tôi là người trả tiền tất cả những thứ này mà,angry
000667,nhưng mà con đoán là cô bị đánh ghen,neutral
002488,tôi đâu có uống lộn thuốc đâu,neutral
004023,ý em nói là em tới tháng đúng không,neutral
004783,nếu cô tuân thủ đầy đủ tất cả những nguyên tắc vừa rồi á,neutral
001822,"nội khỏi bệnh rồi , con mừng quá à",neutral
005527,mà tại sao phải hỏi anh ta,angry
004465,chính xác trăm phần trăm,happy
002212,chiếc nhẫn đó quan trọng lắm hay sao,neutral
